Weather,Road_Type,Time_of_Day,Traffic_Density,Speed_Limit,Number_of_Vehicles,Driver_Alcohol,Accident_Severity,Road_Condition,Vehicle_Type,Driver_Age,Driver_Experience,Road_Light_Condition,Accident,lat,long,State
Rainy,City Road,Night,1,57,1,0,Moderate,Wet,Car,68,44,Artificial Light,1,16.94131077481689,80.95197802688318,Telangana
Rainy,Highway,Morning,3,123,15,0,Moderate,Dry,Truck,33,14,Artificial Light,1,17.1376410639687,78.60710185641514,Telangana
Rainy,Highway,Night,1,101,3,0,Moderate,Dry,Bus,55,31,Daylight,1,16.759357956448472,81.39762071355868,Andhra Pradesh
Rainy,Highway,Evening,1,128,13,1,High,Icy,Car,23,3,Daylight,1,17.84798841629146,80.71897694776808,Andhra Pradesh
Rainy,City Road,Night,1,101,3,0,Moderate,Icy,Bike,37,19,Daylight,1,18.118047280583355,81.0142267325432,Andhra Pradesh
Clear,Rural Road,Afternoon,3,32,10,0,Low,Dry,Bus,31,7,Daylight,0,17.20484510074234,81.26389693273326,Telangana
Foggy,City Road,Night,2,82,4,0,Moderate,Wet,Car,50,25,Artificial Light,1,16.66547367123638,82.19588298278003,Andhra Pradesh
Foggy,City Road,Afternoon,1,97,4,1,High,Wet,Car,63,40,Daylight,1,17.626816728967707,83.31331711669216,Andhra Pradesh
Rainy,Highway,Night,2,41,3,0,Moderate,Wet,Bike,38,14,Daylight,1,17.66139816910857,82.26928066136452,Andhra Pradesh
Clear,Highway,Morning,1,90,9,0,Low,Dry,Bike,41,16,Daylight,0,16.390723022654118,80.13279288198622,Telangana
Rainy,City Road,Evening,3,48,8,1,High,Wet,Truck,46,26,Artificial Light,1,17.475668637088024,80.78795313496971,Andhra Pradesh
Clear,Rural Road,Afternoon,2,117,2,0,Low,Dry,Car,25,1,Artificial Light,0,17.11292693608564,83.37833423914874,Andhra Pradesh
Rainy,City Road,Evening,3,94,13,0,Moderate,Wet,Bus,65,43,Artificial Light,1,17.33721454983666,82.10450998446004,Andhra Pradesh
Rainy,Highway,Afternoon,3,49,1,0,Moderate,Dry,Car,66,41,Artificial Light,1,18.772524912826384,79.899151602924,Telangana
Clear,Highway,Morning,1,117,19,1,High,Icy,Car,56,34,Artificial Light,1,18.535570582496142,80.85213164256326,Telangana
Rainy,Highway,Morning,3,105,8,1,Low,Dry,Car,29,7,Artificial Light,1,14.784688741806177,78.73745222233697,Andhra Pradesh
Clear,Rural Road,Afternoon,3,59,13,0,Low,Dry,Bus,37,18,Artificial Light,0,19.244443121600717,81.85042031553577,Telangana
Rainy,Highway,Evening,3,57,8,0,Moderate,Dry,Truck,68,44,Daylight,1,14.928668156560942,77.9488829896029,Andhra Pradesh
Rainy,Rural Road,Evening,1,39,14,0,Low,Wet,Car,56,35,Daylight,0,17.983282903672084,82.22399174763655,Andhra Pradesh
Rainy,Rural Road,Night,2,69,2,0,Moderate,Wet,Truck,52,32,Daylight,1,17.78104153958604,81.13968297908447,Telangana
Rainy,Highway,Evening,3,54,6,0,Moderate,Wet,Bus,35,14,Daylight,1,18.21958934962329,81.92381680333104,Andhra Pradesh
Rainy,City Road,Night,3,96,12,1,High,Icy,Bus,57,37,Artificial Light,1,17.14575573328119,79.3337525826386,Telangana
Clear,Rural Road,Afternoon,1,36,4,0,Low,Dry,Car,64,43,Daylight,0,18.92603253056696,77.79220953096078,Telangana
Foggy,Rural Road,Evening,3,40,17,0,Low,Dry,Truck,51,26,Artificial Light,0,18.402889651326184,81.11422069583475,Andhra Pradesh
Clear,Highway,Afternoon,1,59,3,1,Moderate,Wet,Bus,63,40,Daylight,1,17.658628933323875,82.21368561717586,Andhra Pradesh
Foggy,Highway,Evening,1,59,10,1,Low,Dry,Car,59,38,Daylight,0,14.574566814494046,78.77112321588652,Andhra Pradesh
Clear,Highway,Evening,3,46,13,1,High,Wet,Truck,22,0,Daylight,1,17.823334519258378,80.99428240180602,Andhra Pradesh
Foggy,Rural Road,Evening,3,71,2,0,Low,Icy,Bike,66,44,Artificial Light,0,16.870540710766647,81.47525072090262,Andhra Pradesh
Foggy,Highway,Night,3,53,3,0,Moderate,Wet,Bus,53,33,Daylight,1,16.69671018132669,78.05933756538344,Telangana
Clear,City Road,Evening,1,114,8,0,Low,Dry,Car,53,30,Daylight,0,14.714268919152225,79.63238469828823,Andhra Pradesh
Rainy,Highway,Evening,2,50,11,0,Moderate,Dry,Car,37,19,Artificial Light,1,19.77669875391528,79.88492420870436,Telangana
Rainy,Rural Road,Evening,2,129,6,0,Moderate,Wet,Truck,40,16,Daylight,1,17.249096486759164,83.29206292171875,Andhra Pradesh
Foggy,Highway,Afternoon,3,111,19,0,Moderate,Icy,Truck,24,2,Daylight,1,17.30630198765799,77.60898092602311,Telangana
Clear,Highway,Morning,1,125,8,0,Low,Wet,Bus,22,0,Daylight,0,18.19024170299207,83.28574235500226,Andhra Pradesh
Rainy,Highway,Afternoon,3,96,10,0,Moderate,Wet,Car,33,12,Artificial Light,1,17.845529228824933,81.27176492202476,Andhra Pradesh
Rainy,Rural Road,Evening,3,37,17,0,Moderate,Wet,Bus,20,2,Artificial Light,1,18.248143546610372,81.37384133459081,Andhra Pradesh
Clear,Highway,Evening,1,65,3,0,Low,Icy,Car,51,28,Artificial Light,0,16.5013067815226,83.54734161943931,Andhra Pradesh
Foggy,Rural Road,Afternoon,1,74,2,0,Low,Icy,Bus,55,30,Artificial Light,0,19.04963873415745,80.14844599492619,Telangana
Rainy,City Road,Afternoon,2,42,15,0,Low,Wet,Bus,20,0,Daylight,0,14.38012141856123,78.55414426755142,Andhra Pradesh
Clear,Rural Road,Morning,3,94,17,0,Moderate,Dry,Car,38,18,Daylight,1,16.687553052514033,82.20145669825223,Andhra Pradesh
Foggy,Rural Road,Night,2,103,10,0,Moderate,Wet,Truck,37,12,Artificial Light,1,14.100147797626736,78.17036010103573,Andhra Pradesh
Foggy,City Road,Afternoon,3,33,13,1,High,Wet,Truck,48,25,Artificial Light,1,16.976293307331392,83.67952093157781,Andhra Pradesh
Clear,Rural Road,Morning,3,122,18,0,Low,Wet,Car,40,15,Artificial Light,1,17.71908312236059,79.39160724081715,Telangana
Foggy,Highway,Morning,3,48,9,0,Low,Wet,Bus,68,46,Daylight,0,18.918360134066656,77.92611335882316,Telangana
Rainy,Rural Road,Afternoon,1,62,10,0,High,Dry,Car,60,38,Daylight,0,17.797787951810207,79.22093050636899,Telangana
Rainy,Highway,Morning,3,112,12,1,High,Dry,Car,65,41,Artificial Light,1,18.499115406500877,83.19307112928716,Andhra Pradesh
Rainy,Rural Road,Night,1,100,9,0,Moderate,Dry,Car,53,29,Artificial Light,1,18.155106104548093,81.09747927159368,Andhra Pradesh
Rainy,Highway,Night,1,116,13,0,Moderate,Dry,Truck,25,1,Artificial Light,1,15.924901113866737,78.1609073505821,Telangana
Clear,City Road,Afternoon,1,129,11,0,Low,Dry,Car,27,5,Artificial Light,0,17.521161514919118,82.6529519918942,Andhra Pradesh
Rainy,City Road,Afternoon,1,129,14,0,Moderate,Dry,Bus,64,41,Daylight,1,19.53348344057913,79.59631384488715,Telangana
Clear,City Road,Night,2,94,16,0,Moderate,Wet,Truck,44,21,Daylight,1,17.85523014296549,77.43614214616802,Telangana
Clear,City Road,Evening,1,54,1,0,High,Icy,Truck,29,4,Artificial Light,0,15.943137365890518,79.79045182100695,Telangana
Clear,Rural Road,Night,1,116,8,0,Moderate,Icy,Truck,57,37,Daylight,1,18.178360789960596,81.06237854649146,Andhra Pradesh
Foggy,Rural Road,Night,2,33,8,1,High,Dry,Truck,49,28,Artificial Light,1,17.398077535860253,81.3311749486329,Andhra Pradesh
Clear,Rural Road,Afternoon,3,86,10,0,Moderate,Icy,Bus,30,8,Artificial Light,1,16.003418930689236,80.60561194818386,Telangana
Foggy,Highway,Morning,3,81,6,0,Moderate,Dry,Bus,48,30,Artificial Light,1,17.716639000015544,81.48367412558412,Andhra Pradesh
Clear,Rural Road,Night,2,62,18,0,Low,Wet,Bus,49,27,Artificial Light,0,17.259503045838635,83.30506021678033,Andhra Pradesh
Rainy,City Road,Afternoon,2,103,14,0,Moderate,Wet,Bus,47,24,Daylight,1,18.001539298422113,80.93920203879702,Andhra Pradesh
Clear,Rural Road,Morning,2,40,12,1,Moderate,Icy,Truck,65,40,Artificial Light,1,18.968362820626822,78.31358662706126,Telangana
Clear,Highway,Afternoon,3,116,6,0,Moderate,Wet,Bike,21,0,Daylight,1,18.57731183254438,79.85917330775268,Telangana
Foggy,Highway,Night,2,63,8,0,Low,Wet,Truck,53,29,Artificial Light,0,14.968306294938285,77.65217993431921,Andhra Pradesh
Rainy,City Road,Morning,2,73,9,0,Low,Dry,Truck,45,26,Daylight,0,18.153717121945505,82.336574731815,Andhra Pradesh
Rainy,Rural Road,Night,3,51,5,0,Moderate,Dry,Bus,61,39,Daylight,1,14.586064000028786,78.29369261468044,Andhra Pradesh
Foggy,City Road,Evening,1,61,7,0,Low,Dry,Bike,52,32,Daylight,0,15.923425876066409,81.71901392549833,Telangana
Clear,Highway,Night,1,120,18,0,Moderate,Wet,Car,43,21,Artificial Light,1,16.333012719398265,78.11064173708687,Andhra Pradesh
Clear,Highway,Afternoon,1,46,2,0,Low,Dry,Car,21,0,Artificial Light,0,15.696249920731594,78.23036431059245,Andhra Pradesh
Rainy,Rural Road,Evening,1,89,7,1,High,Icy,Bike,57,35,Daylight,1,19.27724786356408,81.65165887563117,Telangana
Rainy,Highway,Morning,1,48,16,1,High,Wet,Car,44,23,Artificial Light,1,19.427905982553618,80.67361478691505,Telangana
Foggy,Rural Road,Morning,2,122,10,0,Low,Wet,Car,66,42,Daylight,0,16.93760518687231,78.52359539789647,Telangana
Rainy,Highway,Afternoon,1,86,6,0,Moderate,Wet,Truck,24,0,Artificial Light,1,19.749777313828755,77.24833713089775,Telangana
Rainy,Rural Road,Night,2,65,15,0,Moderate,Dry,Bus,67,44,Artificial Light,1,15.765615406388156,78.93218594418454,Andhra Pradesh
Clear,City Road,Night,3,76,4,1,High,Wet,Car,38,13,Daylight,1,14.779698589409314,78.28193528672448,Andhra Pradesh
Foggy,City Road,Evening,2,38,17,1,Moderate,Wet,Bike,34,13,Artificial Light,1,16.12365155208088,79.28115124175557,Telangana
Rainy,Highway,Morning,3,118,19,0,Moderate,Dry,Bus,41,22,Artificial Light,1,16.870298957562877,78.81391750023494,Telangana
Foggy,Rural Road,Afternoon,3,86,17,0,Moderate,Dry,Car,26,4,Artificial Light,1,19.221744340048073,81.59677721357923,Telangana
Foggy,Highway,Night,3,84,1,0,Moderate,Wet,Bus,53,28,Artificial Light,1,16.561505595221263,78.9507919783013,Telangana
Foggy,City Road,Afternoon,1,43,2,0,Low,Icy,Car,36,13,Daylight,0,14.154521151723056,77.71242921465617,Andhra Pradesh
Clear,Rural Road,Night,2,42,16,0,Low,Icy,Bus,29,4,Daylight,0,17.69042566825375,81.02665294852099,Andhra Pradesh
Foggy,City Road,Night,2,86,5,0,Moderate,Wet,Truck,20,1,Artificial Light,1,19.769113163948006,79.29955827811504,Telangana
Clear,Highway,Night,2,82,11,0,Moderate,Dry,Bike,50,28,Daylight,1,16.993317231610813,82.14836088352156,Andhra Pradesh
Clear,City Road,Afternoon,1,48,5,0,Low,Wet,Bus,56,35,Daylight,0,18.513845893811748,80.730532543684,Telangana
Rainy,Rural Road,Evening,2,122,18,1,Low,Dry,Car,25,6,Artificial Light,1,18.890859139110642,79.91608822966222,Telangana
Rainy,Highway,Morning,2,119,9,0,Moderate,Dry,Truck,24,4,Daylight,1,19.507875077474814,81.04181688233872,Telangana
Rainy,City Road,Afternoon,2,72,7,0,Low,Icy,Bike,37,17,Daylight,0,14.139013804201152,77.5158193131052,Andhra Pradesh
Foggy,City Road,Afternoon,1,63,3,0,Low,Icy,Bike,26,8,Artificial Light,0,17.827047187826906,81.93919121108891,Andhra Pradesh
Rainy,Highway,Night,1,112,10,0,Moderate,Icy,Bike,68,43,Daylight,1,18.269173776459226,83.63446996846143,Andhra Pradesh
Clear,Highway,Night,1,74,4,1,High,Dry,Truck,36,18,Artificial Light,1,14.784695191287568,79.0894283693003,Andhra Pradesh
Rainy,City Road,Morning,2,56,18,0,Low,Icy,Car,42,21,Daylight,0,16.8812196661489,81.1462136007158,Andhra Pradesh
Rainy,Rural Road,Night,1,72,9,0,Moderate,Dry,Truck,56,38,Daylight,1,17.359915239559644,83.40832209869274,Andhra Pradesh
Foggy,Highway,Morning,2,98,11,0,Low,Icy,Car,67,47,Artificial Light,0,17.96985169478979,82.36009219966257,Andhra Pradesh
Foggy,City Road,Afternoon,2,48,4,1,High,Dry,Truck,63,43,Artificial Light,1,17.48563916906565,81.54979724421958,Andhra Pradesh
Rainy,Highway,Morning,1,35,11,0,Low,Dry,Truck,45,27,Artificial Light,0,17.36768784571049,81.07541935177608,Andhra Pradesh
Rainy,Highway,Afternoon,3,89,6,0,Moderate,Wet,Truck,60,38,Daylight,1,17.59339136414426,83.65844561650137,Andhra Pradesh
Foggy,City Road,Morning,1,33,7,0,Low,Wet,Truck,21,0,Daylight,0,17.966000214445245,82.80531474228918,Andhra Pradesh
Clear,Highway,Afternoon,2,114,16,0,Low,Dry,Bike,45,23,Artificial Light,0,19.619375148668873,81.05861078130597,Telangana
Foggy,Highway,Morning,3,85,10,0,Moderate,Dry,Car,69,44,Daylight,1,17.814060996468214,83.64435263304412,Andhra Pradesh
Clear,City Road,Afternoon,1,87,7,0,Low,Dry,Car,26,3,Daylight,0,17.153589411715554,80.53783879272319,Andhra Pradesh
Clear,City Road,Evening,1,105,16,0,Low,Dry,Bus,39,21,Daylight,0,16.00245175100841,77.74024539163035,Andhra Pradesh
Foggy,Rural Road,Morning,1,114,2,0,Low,Wet,Bike,39,16,Daylight,0,18.165115262644072,79.38071398138437,Telangana
Foggy,City Road,Afternoon,2,65,2,0,Low,Icy,Bike,56,32,Daylight,0,18.461136454121448,81.25143560612175,Andhra Pradesh
Foggy,Highway,Morning,3,62,1,0,Low,Wet,Truck,64,45,Daylight,0,17.68969475900382,83.08603336996562,Andhra Pradesh
Clear,City Road,Morning,3,106,16,0,Moderate,Dry,Car,56,31,Artificial Light,1,17.817435277454045,82.3630215658301,Andhra Pradesh
Clear,Rural Road,Evening,2,78,7,0,Low,Dry,Bike,34,14,Daylight,0,16.845047753892725,82.48791004060628,Andhra Pradesh
Foggy,City Road,Night,1,83,9,0,Moderate,Dry,Car,39,14,Daylight,1,18.376631457302633,83.36559080319418,Andhra Pradesh
Rainy,Highway,Evening,3,95,9,1,High,Icy,Bus,63,40,Daylight,1,14.649177097376034,79.73036435543534,Andhra Pradesh
Rainy,City Road,Night,3,86,8,1,High,Dry,Car,62,43,Artificial Light,1,17.19503759062751,80.67622334439274,Andhra Pradesh
Clear,Rural Road,Afternoon,1,96,19,0,Low,Wet,Truck,57,37,Daylight,0,16.01633755722437,80.45245290294928,Telangana
Rainy,Rural Road,Evening,3,59,11,0,Moderate,Dry,Car,45,21,Artificial Light,1,17.677508877179513,78.2646516423697,Telangana
Clear,City Road,Afternoon,1,74,7,0,Low,Dry,Bus,54,34,Artificial Light,0,14.632145295625278,78.82855303499217,Andhra Pradesh
Foggy,City Road,Morning,2,46,16,0,Low,Icy,Car,43,22,Artificial Light,0,18.147104453223637,83.37243656268373,Andhra Pradesh
Rainy,Highway,Morning,3,83,16,0,Moderate,Icy,Car,57,35,Daylight,1,17.757136632301844,78.84884981387458,Telangana
Foggy,Rural Road,Night,1,119,2,0,Moderate,Icy,Bike,40,21,Artificial Light,1,18.111429051336437,81.64862818979164,Andhra Pradesh
Foggy,Rural Road,Afternoon,3,123,1,0,Moderate,Dry,Bike,63,41,Daylight,1,16.669376683750613,82.13342592309543,Andhra Pradesh
Foggy,Rural Road,Night,3,99,5,0,Moderate,Dry,Truck,25,7,Daylight,1,18.181817420805814,81.27433543756122,Andhra Pradesh
Foggy,Rural Road,Morning,2,79,16,0,Low,Wet,Bus,57,33,Daylight,0,18.116811477787383,83.3826826376214,Andhra Pradesh
Foggy,Highway,Afternoon,1,67,16,0,Low,Icy,Car,48,28,Artificial Light,0,17.37690541151295,79.3578829094474,Telangana
Foggy,Rural Road,Night,1,42,17,1,High,Icy,Bus,38,18,Artificial Light,1,17.04347215248206,81.58300792857077,Telangana
Foggy,City Road,Afternoon,3,107,18,0,Moderate,Icy,Bus,60,41,Daylight,1,16.28643943954048,81.58862228810692,Telangana
Foggy,Highway,Night,1,58,19,0,Low,Wet,Car,60,42,Artificial Light,0,15.328930381716829,77.57511583980434,Andhra Pradesh
Rainy,Rural Road,Night,1,92,5,1,Low,Wet,Truck,66,47,Artificial Light,1,17.315496210005463,81.06426584191293,Andhra Pradesh
Foggy,Rural Road,Afternoon,2,116,11,0,Low,Dry,Bus,58,38,Daylight,0,16.427877268420715,78.79303426544841,Andhra Pradesh
Clear,Rural Road,Night,1,44,8,0,Low,Wet,Bike,64,46,Daylight,0,14.171126131415042,78.46063409037909,Andhra Pradesh
Clear,Rural Road,Evening,3,108,12,0,Moderate,Wet,Bike,20,0,Artificial Light,1,17.72559167107302,83.78468755374954,Andhra Pradesh
Clear,City Road,Afternoon,2,55,11,0,Low,Icy,Bike,37,12,Daylight,0,18.513288703133718,77.56097432707779,Telangana
Foggy,City Road,Afternoon,3,36,16,1,High,Icy,Truck,65,45,Daylight,1,17.25413144043884,79.78811788337201,Telangana
Foggy,Highway,Afternoon,1,124,8,1,High,Dry,Bike,63,42,Artificial Light,1,18.167288020950345,83.35134851648496,Andhra Pradesh
Rainy,City Road,Morning,3,40,2,0,Moderate,Wet,Bike,37,18,Artificial Light,1,18.308507182423206,78.95525234212371,Telangana
Foggy,Highway,Afternoon,1,69,8,0,Low,Icy,Truck,28,5,Artificial Light,0,16.8468791324293,77.69760929560171,Telangana
Foggy,Highway,Night,1,42,4,0,Low,Wet,Truck,48,29,Artificial Light,0,17.32634503441544,82.86538023786426,Andhra Pradesh
Rainy,City Road,Evening,3,40,14,0,Moderate,Dry,Truck,55,36,Artificial Light,1,14.175270349103142,78.40909642549167,Andhra Pradesh
Rainy,Rural Road,Morning,1,124,10,0,Moderate,Wet,Car,51,33,Artificial Light,1,16.813625410633612,83.39555752408036,Andhra Pradesh
Clear,Rural Road,Afternoon,3,108,7,0,Moderate,Dry,Truck,37,18,Daylight,1,17.338365751804243,81.08871279518281,Andhra Pradesh
Rainy,Rural Road,Night,3,128,16,0,High,Icy,Bus,21,1,Daylight,1,15.392601283187588,78.03217546366675,Andhra Pradesh
Clear,Highway,Afternoon,3,106,14,0,Moderate,Icy,Truck,42,20,Artificial Light,1,17.859951877382144,80.63798589060465,Telangana
Clear,City Road,Evening,3,127,16,0,Moderate,Dry,Bike,25,1,Artificial Light,1,14.551115010613547,79.53821807589749,Andhra Pradesh
Rainy,Rural Road,Night,3,105,17,0,High,Dry,Bus,22,0,Artificial Light,1,16.291051361330165,78.96145302078239,Andhra Pradesh
Rainy,Rural Road,Evening,2,33,13,0,Low,Wet,Bike,66,45,Artificial Light,0,15.008026582959557,79.23051512929871,Andhra Pradesh
Foggy,Highway,Morning,2,101,18,1,High,Icy,Bike,25,0,Daylight,1,17.85487614245659,81.99960266347078,Andhra Pradesh
Clear,Highway,Morning,3,31,18,0,Low,Wet,Bus,30,5,Artificial Light,0,18.79913550257687,81.07501613274138,Telangana
Clear,City Road,Morning,3,110,8,0,Moderate,Icy,Car,69,50,Artificial Light,1,16.40038865207155,81.11476966319887,Telangana
Clear,Highway,Night,1,83,15,0,Moderate,Icy,Bus,51,26,Daylight,1,18.18933181818045,82.00955597219355,Andhra Pradesh
Clear,Highway,Night,3,91,12,0,Moderate,Wet,Bike,68,48,Daylight,1,18.330121465034445,81.3790924364194,Andhra Pradesh
Clear,Highway,Morning,3,85,6,0,Moderate,Wet,Car,62,37,Daylight,1,15.21005143127351,78.6824195178679,Andhra Pradesh
Foggy,Highway,Morning,3,95,8,1,High,Icy,Car,23,3,Artificial Light,1,17.64608440123803,81.63823918696674,Andhra Pradesh
Rainy,City Road,Morning,3,65,13,0,Moderate,Dry,Car,53,29,Artificial Light,1,17.043997210688712,80.52232665192307,Andhra Pradesh
Foggy,Highway,Afternoon,2,77,8,0,Low,Wet,Truck,55,34,Daylight,0,16.41436802454937,78.4088571841863,Andhra Pradesh
Foggy,City Road,Morning,1,63,3,0,Low,Wet,Bike,59,41,Artificial Light,0,14.864515246026063,79.04351426129774,Andhra Pradesh
Clear,Rural Road,Afternoon,3,109,17,0,Moderate,Dry,Car,61,42,Daylight,1,16.366890611730604,78.42048823445424,Andhra Pradesh
Foggy,Rural Road,Night,3,30,2,0,Moderate,Wet,Car,42,21,Daylight,1,14.664821126580296,79.77776429872539,Andhra Pradesh
Rainy,Highway,Evening,2,81,15,0,Moderate,Dry,Truck,22,0,Daylight,1,17.70705761300224,82.80827093577965,Andhra Pradesh
Foggy,City Road,Morning,3,115,8,0,Moderate,Icy,Truck,67,48,Daylight,1,14.300968946972722,79.6586185019882,Andhra Pradesh
Clear,City Road,Morning,1,84,5,0,Low,Dry,Bike,46,24,Daylight,0,17.745506806479682,81.2793662769308,Andhra Pradesh
Foggy,City Road,Evening,3,119,13,0,Moderate,Icy,Truck,45,26,Artificial Light,1,17.59291708345625,81.96017696497601,Andhra Pradesh
Foggy,City Road,Evening,3,81,12,0,Moderate,Wet,Truck,54,30,Daylight,1,16.456924964003676,78.003401091378,Telangana
Clear,Rural Road,Morning,2,67,3,0,Low,Wet,Bus,34,16,Artificial Light,0,17.514393631467478,80.75922999789486,Telangana
Rainy,Highway,Afternoon,3,43,15,0,Moderate,Icy,Bike,44,22,Daylight,1,14.210319155648458,78.40413898738662,Andhra Pradesh
Clear,City Road,Afternoon,1,52,2,0,Low,Dry,Bike,37,14,Artificial Light,0,16.533184961265196,82.81601538925385,Andhra Pradesh
Clear,City Road,Afternoon,1,36,12,0,Low,Icy,Bus,60,36,Artificial Light,0,14.407547784537215,78.03776951611405,Andhra Pradesh
Foggy,City Road,Night,1,46,7,0,Low,Dry,Bus,49,28,Daylight,0,18.169894411388807,83.91141708616993,Andhra Pradesh
Foggy,Rural Road,Afternoon,3,109,16,0,Moderate,Dry,Bike,45,20,Daylight,1,16.962950427530597,83.53943333381427,Andhra Pradesh
Foggy,Rural Road,Evening,1,74,2,1,Moderate,Icy,Bus,59,37,Daylight,1,19.598501571620357,79.17224869919201,Telangana
Rainy,Highway,Morning,1,68,2,0,Low,Dry,Bus,22,0,Artificial Light,0,16.57878366738564,82.50882453124154,Andhra Pradesh
Clear,Rural Road,Afternoon,2,47,15,0,Low,Dry,Car,27,6,Artificial Light,0,16.55730485515531,82.54138337309395,Andhra Pradesh
Foggy,Rural Road,Morning,3,97,17,0,Moderate,Dry,Truck,39,14,Artificial Light,1,18.074743916298544,81.5725148794618,Andhra Pradesh
Foggy,Rural Road,Morning,3,32,9,0,Low,Icy,Bike,50,31,Daylight,0,17.676704441966308,81.89189545051569,Andhra Pradesh
Clear,Rural Road,Morning,3,116,2,0,Moderate,Icy,Car,27,4,Artificial Light,1,15.360496656259256,78.13305011638512,Andhra Pradesh
Clear,Highway,Afternoon,3,77,2,0,Low,Icy,Bus,38,16,Artificial Light,0,18.708699344999296,78.47601241195075,Telangana
Rainy,Highway,Afternoon,2,83,11,0,Moderate,Icy,Bike,52,30,Daylight,1,14.93680492626844,78.76469769438528,Andhra Pradesh
Foggy,Rural Road,Night,2,105,13,0,Moderate,Wet,Bike,43,23,Daylight,1,16.00734972567934,79.20276981837549,Telangana
Foggy,Rural Road,Afternoon,3,41,13,0,Low,Dry,Bus,34,9,Artificial Light,0,19.212690512610077,80.98654938520771,Telangana
Rainy,Highway,Evening,1,59,16,0,Low,Icy,Car,69,48,Daylight,0,16.952158142021126,83.36056859274633,Andhra Pradesh
Rainy,Rural Road,Morning,2,50,5,0,Low,Dry,Truck,42,19,Daylight,0,14.238402303182509,78.53513487068032,Andhra Pradesh
Clear,City Road,Night,2,74,19,0,Low,Dry,Bus,46,25,Artificial Light,0,18.24137691091488,80.79233720138006,Andhra Pradesh
Foggy,Rural Road,Afternoon,2,108,9,0,Low,Wet,Bike,22,1,Daylight,0,18.00493667517299,80.67952847143425,Andhra Pradesh
Clear,City Road,Morning,2,38,10,0,Low,Icy,Bike,47,23,Artificial Light,0,17.38421406935944,81.67040412646062,Andhra Pradesh
Foggy,Highway,Night,2,88,10,0,Moderate,Dry,Truck,33,8,Artificial Light,1,17.417746492807588,79.6907207585721,Telangana
Foggy,Rural Road,Morning,3,55,15,0,Low,Icy,Car,50,30,Artificial Light,0,17.643991756567186,83.31901315254996,Andhra Pradesh
Foggy,City Road,Afternoon,3,55,11,1,Low,Icy,Bus,62,42,Artificial Light,1,14.384749761734435,77.84327378040538,Andhra Pradesh
Rainy,City Road,Afternoon,2,57,10,0,Low,Dry,Car,58,35,Artificial Light,0,16.899514907754146,78.89705121380288,Telangana
